article	aid	url	img	iid	hashvalue	title	text	nImpressions	nRecs	nClicks	imgFile
509050766	118217	https://www.ksta.de/region/leverkusen/stadt-leverkusen/leverkusener-neujahrs-baby-dimitra-kam-kurz-nach-mitternacht-31813168	https://www.ksta.de/image/31813166/2x1/300/150/9e25c3a26ee53e1e707dc4daeb941fc1/NP/neujahrsbaby-dimitra-1-010119.jpg	118851		Dimitra kam kurz nach Mitternacht	Dimitra Kanakoudis wollte zum neuen Jahr aus Mamas Bauch raus. Sie sah am Dienstag um 1.13 Uhr das erste Mal das Licht der Welt im Opladener Krankenhaus St. Remigius. Die Geburt hat 24 Stunden gedauert. Vater Paschalis Kanakoudis und Mutter Foteini Gkazep	39	0	0	318131669e25c3a26ee53e1e707dc4daeb941fc1NP.jpg
509054630	118218	https://www.ksta.de/koeln/koelner-silvesternacht--auf-nummer-sicher-ins-neue-jahr--31813246	https://www.ksta.de/image/31813442/2x1/300/150/a1c8e7d077e3e3cbd834513ee84dfbf0/be/190101-uw-feuerwerk-001.jpg	118852		Auf Nummer sicher ins neue Jahr	Vor drei Jahren, in der Kölner Silvesternacht der Eskalation, habe man  Angst haben müssen auf dem Weg in den Dom, berichteten Augenzeugen. Die Predigt des Kardinals habe man damals kaum verstanden wegen der Böllerei. Am Jahresende 2018 herrscht andächtig	10	0	0	31813442a1c8e7d077e3e3cbd834513ee84dfbf0be.jpg
509076560	118221	https://www.ksta.de/panorama/haus-in-russland-explodiert-baby-ueberlebt-nacht-in-eisiger-kaelte-31813920	https://www.ksta.de/image/31813926/2x1/300/150/bdf09a25578455796fb8d8be2d15e793/se/russland-baby-explosion.jpg	118855		Baby überlebt Nacht in eisiger Kälte	Einen Tag nach einer Gasexplosion in einem Plattenbau in Russland mit mindestens acht Toten ist ein Baby lebend aus den Trümmern gerettet worden.„Die Einsatzkräfte hörten ein Weinen“, teilte Gouverneur Boris Dubrowski am Dienstag mit. Der zehn Monate alte	55	0	0	31813926bdf09a25578455796fb8d8be2d15e793se.jpg
509084776	118222	https://www.ksta.de/kultur/weimarer-tatort-in-der-kritik-kurzweilige-western-parodie-mit-schwacher-aufloesung-31810202	https://www.ksta.de/image/31810224/2x1/300/150/7a19435af0b208155251b14164b36c89/qr/tatort-2.jpg	118856		Kurzweilige Western-Parodie mit schwacher Auflösung	Was hatte der Weimarer Western-Tatort „Der höllische Heinz“ zu bieten? Was war gut, was nicht? Der FallEin toter Indianer-Häuptling liegt in der Ilm. Die Spur führt das verheiratete Ermittlerpaar Lessing (Christian Ulmen) und Kern (Nora Tschirner) zur Wes	33	0	0	318102247a19435af0b208155251b14164b36c89qr.jpg
509085694	118223	https://www.ksta.de/wirtschaft/wird-das-bargeld-knapp--verdi-kuendigt-warnstreiks-bei-geldtransporten-an-31813974	https://www.ksta.de/image/31138648/2x1/300/150/e3a33ecda6717c703619df0d3ccdf58/vK/symbolbild-rente.jpg	118857		Verdi kündigt Warnstreiks bei Geldtransporten an	Die Gewerkschaft Verdi hat für Mittwochvormittag bundesweit Beschäftigte der Geld- und Wertdienste zum Warnstreik aufgerufen. Verdi geht davon aus, dass Hunderte Geldtransporte bestreikt werden. Banken und Geschäfte blieben so vielerorts ohne frisches Bar	6	0	0	31138648e3a33ecda6717c703619df0d3ccdf58vK.jpg
509088371	118224	https://www.ksta.de/politik/-gewaltexzesse--seehofer-fordert-nach-angriffen-in-amberg-schaerfere-gesetze-31813486	https://www.ksta.de/image/31813510/2x1/300/150/145ccdb8660f34834c979b21ef09f578/yV/innenminister-horst-seehofer-0119.jpg	118858		Seehofer fordert nach Angriffen in Amberg schärfere Gesetze	Nach mutmaßlich von Asylbewerbern verübten Angriffen auf Passanten im bayerischen Amberg hat Bundesinnenminister Horst Seehofer (CDU) eine Verschärfung der Gesetze angekündigt. „Die Ereignisse in Amberg haben mich sehr aufgewühlt. Das sind Gewaltexzesse,	13	0	0	31813510145ccdb8660f34834c979b21ef09f578yV.jpg
509089935	118226	https://www.ksta.de/sport/mix/-7-3-finalsieg-ueber-smith-van-gerwen-setzt-sich-gegen-smith-die-darts-krone-auf-31813990	https://www.ksta.de/image/31814000/2x1/300/150/d2c949299ab4a0004bfeadd1356f3681/Mg/5f9c4200f1c013d8.jpg	118860		Van Gerwen setzt sich gegen Smith die Darts-Krone auf	Michael van Gerwen hat seine Vormachtstellung in der Darts-Szene eindrucksvoll unter Beweis gestellt und ist souverän zu seinem dritten WM-Titel gestürmt. Der 29 Jahre alte Niederländer schlug im Finale am späten Dienstagabend Michael Smith aus England mi	24	0	0	31814000d2c949299ab4a0004bfeadd1356f3681Mg.jpg
509099616	118228	https://www.ksta.de/region/leverkusen/burscheid/burscheid-auftakt-der-burscheider-silvesterfeier-geglueckt-31814100	https://www.ksta.de/image/31814096/2x1/300/150/39a2a85d36d767f50711ee0e9ce701ab/Qx/jacky-elaine-sorgte-mit-liedern-von-helene-fischer-fuer-tanzspass-.jpg	118862		Auftakt der Burscheider Silvesterfeier geglückt	Eine Premiere an einem alljährlichen Ereignis: Zum Jahreswechsel hat der junge Verein „Burscheid live“ zum ersten Mal eine Silvesterparty veranstaltet. Bei der Party-Auftakt im Schützenhaus Burscheid feierten knapp 200 Gäste.„Wir sind schon ein wenig aufg	262	0	0	3181409639a2a85d36d767f50711ee0e9ce701abQx.jpg
509099617	118229	https://www.ksta.de/region/leverkusen/leichlingen/burscheid-leichlingen-zwei-schwerverletzte-nach-unfall-auf-b51-31814092	https://www.ksta.de/image/31814088/2x1/300/150/c09e7d6b4739b59c6b96c05fff9fe026/Nt/eine-luxuslimousine-kam-nach-dem-unfall-auf-der-beifahrerseite-zum-stillstand--fahrzeugeteile-wurden-verstreut-.jpg	118863		Zwei Schwerverletzte nach Unfall auf B51	Zwei Menschen sind bei einem schweren Unfall auf der B51 bei Burscheid am Dienstagmittag schwer verletzt worden. Ein 22-jähriger Jaguar-Fahrer und ein 31-jähriger BMW-Fahrer wurden ins Krankenhaus gebracht. Ein Hubschrauber wurde angefordert. Es ist ein s	356	0	0	31814088c09e7d6b4739b59c6b96c05fff9fe026Nt.jpg
509099681	118230	https://www.ksta.de/region/leverkusen/letzter-hoehepunkt-des-jahres-31814112	https://www.ksta.de/image/31814110/2x1/300/150/b1294af5dcffcef2cbd28554343eac3e/sq/die-spielfreude-der-bayer-philharmoniker-machte-das-konzert-zu-einem-ereignis-.jpg	118864		Letzter Höhepunkt des Jahres	Da haben sie sich einen ausgesucht für dieses Silvesterkonzert, der beim Solieren auf besondere Weise zu brillieren weiß: Alexej Gerassimez kommt auf die Bühne des Forums – und nimmt auf einen Schlag alle im ausverkauften Saal für sich ein. Das ist einers	40	0	0	31814110b1294af5dcffcef2cbd28554343eac3esq.jpg
509099690	118231	https://www.ksta.de/region/leverkusen/hinterlassenschaften-der-nacht-31814082	https://www.ksta.de/image/31814080/2x1/300/150/ed8c08db475cb47c0bd227153f73ffdb/AV/hinterlassenschaften-der-nacht.jpg	118865		Hinterlassenschaften der Nacht	Eine Menge Leverkusener haben es in der Nacht zu Neujahr richtig krachenlassen und wollten wohl besonders viele Mitmenschen davon wissen lassen – und zwar nicht nur durch helle Lichtsignale am Himmel im Dunkel der Nacht um 24 Uhr zu Silvester, sondern auc	6	0	0	31814080ed8c08db475cb47c0bd227153f73ffdbAV.jpg
509105166	118234	https://www.ksta.de/koeln/kommentar-zum-jahreswechsel-die-neue-normalitaet-in-der-koelner-silvesternacht-31813574	https://www.ksta.de/image/31813614/2x1/300/150/aed88244e58b420f721430c90f01c0b3/PC/dom-silvester-polizei.jpg	118868		Die neue Normalität in der Kölner Silvesternacht	Das Beste zuerst: Es ist weitgehend ruhig geblieben in Köln in der Silvesternacht, und das trotz großen Andrangs und ausgelassenen Feierns. Insgesamt zufrieden mit dem Einsatzverlauf in der Silvesternacht zeigen sich deshalb auch die Behördenspitzen von S	102	552	1	31813614aed88244e58b420f721430c90f01c0b3PC.jpg
509105786	118235	https://www.ksta.de/region/rhein-erft/wesseling/jahr-der-extreme--faehrmann-weibarth-ueber-niedrigwasser-und-ueberschwemmungen-vom-rhein-31812800	https://www.ksta.de/image/31812790/2x1/300/150/fc48b65c4c06d0017c81cbf4de8f0726/tK/71-142200744--null--01-01-2019-16-16-15-830-.jpg	118869		Fährmann Weibarth über Niedrigwasser und Überschwemmungen vom Rhein	Mit Hochwasser wie im Januar 2018 rechnet Reiner Weisbarth im ersten Monat des neuen Jahres nicht. Weisbarth ist Eigentümer der Rheinfähren Strolch in Köln und Rheinschwan in Wesseling sowie des Fahrgastschiffes Anja, das in Bornheim-Widdig am Anlieger li	246	0	0	31812790fc48b65c4c06d0017c81cbf4de8f0726tK.jpg
509105791	118236	https://www.ksta.de/region/leverkusen/stadt-leverkusen/nach-47-jahren-traditionsreicher-laden--der-grieche--schliesst-in-opladen-31813234	https://www.ksta.de/image/31813222/2x1/300/150/a9cee4d8f5d6fdadc0d866221c2c69c1/Zq/grieche-opladen-laden-1.jpg	118870		Traditionsreicher Laden „Der Grieche“ schließt in Opladen	Es war ein emotionaler Abschied, als „Der Grieche“ in der Birkenbergstraße in Opladen am Montag, 31. Dezember, zum letzten Mal öffnete. 47 Jahre existierte der Feinkostladen mit mediterranen Spezialitäten sowie Obst und Gemüse. Selbst wer nie den Urlaubse	159	0	0	31813222a9cee4d8f5d6fdadc0d866221c2c69c1Zq.jpg
509105818	118237	https://www.ksta.de/ratgeber/gesundheit/dieses-mal-klappt-s-7-fallen-beim-essen---und-wie-sie-sie-vermeiden-31801880	https://www.ksta.de/image/31801958/2x1/300/150/f6680ea11bd6f851fba7faa7b5745f10/mM/obst-und-gemuese-dpa.jpg	118871		7 Fallen beim Essen – und wie Sie sie vermeiden	Weniger Fett, weniger Zucker, weniger Fertiggerichte – und überhaupt, im neuen Jahr wird alles anders. Jeden Tag frisch und gesund kochen, lecker noch dazu. Im Dezember klingt das noch nach einem guten Plan, in der Realität scheitern die meisten Menschen	347	0	0	31801958f6680ea11bd6f851fba7faa7b5745f10mM.jpg
509105878	118238	https://www.ksta.de/region/rhein-sieg-bonn/troisdorf/pirouetten--schleifen--kaeltemaschinen-troidorfer-icedome-publikumsmagnet-an-neujahr-31813496	https://www.ksta.de/image/31813494/2x1/300/150/ec3e91bb8788dd214ca7e10a1a2116d3/iZ/71-142209532--null--01-01-2019-18-39-58-512-.jpg	118872		Troidorfer Icedome Publikumsmagnet an Neujahr	Pirouetten, elegante Schleife rückwärts und in der Drehung auf einem Bein: Kunstvoll dreht die junge Frau ihre Runden auf dem Eis, während neben ihr – plumps – ein dick wattiertes Kind plötzlich auf dem Hosenboden sitzt. Macht nichts. Der Knirps im leucht	263	0	0	31813494ec3e91bb8788dd214ca7e10a1a2116d3iZ.jpg
509105882	118239	https://www.ksta.de/region/rhein-berg-oberberg/overath/alternative-bestattungsformen-plaene-fuer-waldfriedhof-wecken-in-overath-stirnrunzeln-31813178	https://www.ksta.de/image/31813172/2x1/300/150/1aad59361282f217dfaceaa86921d1a7/DU/begraebniswald-reuterstrasse.jpg	118873		Pläne für Waldfriedhof wecken in Overath Stirnrunzeln	Die Stadt Overath will unterhalb des Friedhofs Rappenhohn einen Begräbniswald anlegen, um damit dem Wunsch zahlreicher Bürger nach alternativen Bestattungsformen entsprechen zu können. In der Nachbarschaft sorgt das Vorhaben allerdings teilweise für Stirn	493	0	0	318131721aad59361282f217dfaceaa86921d1a7DU.jpg
509107379	118242	https://www.ksta.de/politik/haushaltsblockade-in-den-usa-trump-will--deal--mit-demokraten-machen-31814318	https://www.ksta.de/image/31814320/2x1/300/150/3dcc4adcf1cb4365ed08179905f3a066/ze/weisses-haus-020119.jpg	118876		Trump will „Deal“ mit Demokraten machen	Im Haushaltsstreit mit den Demokraten hat US-Präsident Donald Trump Medienberichten zufolge die Spitzenvertreter beider Kongresskammern ins Weiße Haus eingeladen. Es wäre das erste direkte Treffen zwischen Republikanern und Demokraten seit Beginn der Haus	23	0	0	318143203dcc4adcf1cb4365ed08179905f3a066ze.jpg
509108229	118243	https://www.ksta.de/panorama/zwischen-gitterstangen-gefallen-kind-in-zoo-in-den-usa-von-nashorn-attackiert-31814338	https://www.ksta.de/image/31814348/2x1/300/150/4893730077c26986aeb3e096a8162cdb/fd/nashorn-zoo-symbol.jpg	118877		Kind in Zoo in den USA von Nashorn attackiert	In einem Zoo in Florida ist ein Kind in ein Nashorngehege gefallen und von mindestens einem der Tiere attackiert und verletzt worden. Der Zustand des Kindes, das in ein Krankenhaus in der US-Stadt Melbourne gebracht wurde, war zunächst unklar, wie Behörde	8	0	0	318143484893730077c26986aeb3e096a8162cdbfd.jpg
509108862	118244	https://www.ksta.de/wirtschaft/viel-kleingeld-euro-staaten-wollen-muenzen-im-milliardenwert-produzieren-31814372	https://www.ksta.de/image/31814370/2x1/300/150/4ceeb5d08ed4bd0ed8342f255a7974e9/Vt/euromuenzen.jpg	118878		Euro-Staaten wollen Münzen im Milliardenwert produzieren	Die Euroländer wollen auch 2019 Euro-Münzen in großem Stil in Umlauf bringen. Die Europäischen Zentralbank (EZB) genehmigte die Herstellung von Geldstücken im Gesamtvolumen von 2,1 Milliarden Euro (Vorjahr: 2,2 Mrd). Davon entfallen rund 488 Millionen Eur	21	0	0	318143704ceeb5d08ed4bd0ed8342f255a7974e9Vt.jpg
509109663	118245	https://www.ksta.de/sport/mix/vor-50--geburtstag-michael-schumachers-familie-hat-botschaft-an-die-fans-31814400	https://www.ksta.de/image/31814416/2x1/300/150/847cc1ff7fa834a74ef9212de988c682/IY/michael-schumacher.jpg	118879		Michael Schumachers Familie hat Botschaft an die Fans	Einen Tag vor dem 50. Geburtstag von Michael Schumacher hat sich dessen Familie mit einer Botschaft auf Facebook an Millionen Fans der Formel-1-Ikone auf der ganzen Welt gewandt. Darin heißt es:Wir freuen uns darüber und möchten uns von ganzem Herzen beda	357	12828	56	31814416847cc1ff7fa834a74ef9212de988c682IY.jpg
509109937	118289	https://www.ksta.de/kultur/von-pink-bis-lit-cologne-die-koelner-kultur-highlights-fuer-das-jahr-2019-31813608	https://www.ksta.de/image/31813610/2x1/300/150/d3b5720c75b9356f1ffd175e13ec7f06/XV/71-142203257--null--01-01-2019-19-10-07-527-.jpg	118923		Die Kölner Kultur-Highlights für das Jahr 2019	Die Kölner Kultur-Highlights in Sachen Pop, bildende Kunst, Litartur, Film, Theater und Musik für das Jahr 2019:PopWer beim Musikhören gerne viele Menschen um sich hat, ist auch in diesem Sommer im Kölner Stadion am richtigen Ort. Die US-Sängerin Pink (5.	136	0	0	31813610d3b5720c75b9356f1ffd175e13ec7f06XV.jpg
509110969	118247	https://www.ksta.de/politik/vereidigung-bolsonaro-will--befreiung-vom-politisch-korrekten----beifall-von-trump-31814476	https://www.ksta.de/image/31814474/2x1/300/150/b636ceefe1a2cb9c958cbe0b49763435/rO/bolsonaro-vereidigung.jpg	118881		Bolsonaro will „Befreiung vom politisch Korrekten“ – Beifall von Trump	Das größte Land Lateinamerikas steht vor einem Rechtsruck: Mit dem früheren Fallschirmjäger Jair Bolsonaro übernimmt ein ultrarechter Populist das höchste Staatsamt in Brasilien. Der 63-Jährige legte am Dienstag im Kongress seinen Amtseid ab und übernahm	4	0	0	31814474b636ceefe1a2cb9c958cbe0b49763435rO.jpg
509112336	118248	https://www.ksta.de/region/rhein-sieg-bonn/bonn/277-notrufe-und-meldungen-viele-einsaetze-in-der-silvesternacht-fuer-bonner-polizei-31813600	https://www.ksta.de/image/31813596/2x1/300/150/2ede608f0c14e03cf6806d0fa820c14/Az/71-142209582--null--01-01-2019-19-07-21-102-.jpg	118882		Viele Einsätze in der Silvesternacht für Bonner Polizei	Von einer „einsatzintensiven Silvesternacht“ spricht die Bonner Polizei, auf eine vergleichsweise ruhige Silvesternacht schauen Feuerwehr und Rettungsdienst zurück. Die Einsatzleitstelle Polizei zählte von 20 Uhr bis 6 Uhr 277 Notrufe und Meldungen, darun	12	0	0	318135962ede608f0c14e03cf6806d0fa820c14Az.jpg
509112366	118249	https://www.ksta.de/region/rhein-berg-oberberg/bergisch-gladbach/exquisit--tanzend--betend-so-unterschiedlich-hat-rhein-berg-das-neue-jahr-begruesst-31813370	https://www.ksta.de/image/31813288/2x1/300/150/3a823918a011fc398321eb7beff28276/uX/71-142207635--null--01-01-2019-18-09-12-194-.jpg	118883		So unterschiedlich hat Rhein-Berg das neue Jahr begrüßt	Es ist ein kleines Vermögen, das Küchenchef Dominik Eck in den Händen hält. Kleine, runde Blechdosen warten auf ihren baldigen Einsatz in der Küche des Althoff Grandhotel Schloss Bensberg. Vorsichtig öffnet Eck eine Dose, zum Vorschein kommt schwarzer Kav	77	0	0	318132883a823918a011fc398321eb7beff28276uX.jpg
509112401	118250	https://www.ksta.de/region/leverkusen/stadt-leverkusen/vision-fuer-leverkusen-einstehen-fuer-menschen--die-hier-leben-31813272	https://www.ksta.de/image/29932070/2x1/300/150/56a625d01bca6511ac3ca9f7abc99f45/rl/leverkusen-autobahnbruecke-krieger2.jpg	118884		Einstehen für Menschen, die hier leben	Was hat ein Marketing-Guru mit blauen Bändern an Bäumen zu tun – mit dem Wunsch möglichst viel Autobahn rund um die Stadt unter die Erde zu bekommen? Ein Ausflug in die Lektüre zwischen den Feiertagen löst das Rätsel auf: In dieser Zeit gab es die Gelegen	94	0	0	2993207056a625d01bca6511ac3ca9f7abc99f45rl.jpg
509112411	118251	https://www.ksta.de/region/euskirchen-eifel/mechernich/traditioneller-arbeitseinsatz-das-tut-der-kreisverband-naturschutz-fuer-die-grube-rolf-31812380	https://www.ksta.de/image/31812374/2x1/300/150/c17639941ca98ee05bb9997def0fc26f/ML/helfer-inklusive-kurt-schroeder-aus-schaven.jpg	118885		Das tut der Kreisverband Naturschutz für die Grube Rolf	Der Silvestermorgen empfängt die Helfer auf dem Parkplatz an der L 11 bei Satzvey mit einem wolkenverhangenem Himmel und Nieselregen. Trotzdem rollen zügig etliche Fahrzeuge über die schlammigen Wege auf den Eingang zur Grube Rolf zu. Rund 25 Helfer haben	255	0	0	31812374c17639941ca98ee05bb9997def0fc26fML.jpg
509112448	118252	https://www.ksta.de/region/rhein-erft/erftstadt/mensch-aergere-dich-nicht-eine-partie--kindheit--mit-gerd-overlack-und-jim-boeven-31812860	https://www.ksta.de/image/31812854/2x1/300/150/91319aeb0e7f736a9eba1348b0dff31d/Ct/71-142207458--null--01-01-2019-16-36-20-651-.jpg	118886		Eine Partie „Kindheit" mit Gerd Overlack und Jim Boeven	Gewinnen und verlieren, Erfolg und Scheitern – wo liegt das so dicht beieinander wie beim Spielen? Und wo kann man darüber besser plaudern als an einem Ort, wo die Großen dieser Welt verhandelt haben, mal mehr und mal weniger erfolgreich?Dumm nur, dass wi	117	0	0	3181285491319aeb0e7f736a9eba1348b0dff31dCt.jpg
509113775	118265	https://www.ksta.de/panorama/ueberraschungsgig-in-new-york-schwulenklub-bedankt-sich-bei-madonna-und-sohn-david-31814544	https://www.ksta.de/image/31814556/2x1/300/150/812b7ad3eb6fde9dd591937599d64734/IT/madonna-020119.jpg	118899		Schwulenklub bedankt sich bei Madonna und Sohn David	Die legendäre New Yorker Schwulenbar Stonewall Inn hat sich bei Madonna (60) für ihren Überraschungsauftritt in der Neujahrsnacht bedankt. „In ihrer ganzen Karriere hat sich Madonna für die Gleichberechtigung aller stark gemacht“, schrieben die Betreiber	6	0	0	31814556812b7ad3eb6fde9dd591937599d64734IT.jpg
509120525	118253	https://www.ksta.de/politik/haftbefehl-gegen-fahrer-zahl-der-verletzten-in-bottrop-und-essen-erhoeht-sich-31815096	https://www.ksta.de/image/31814294/2x1/300/150/8bbe738606059ae5fc75368655216642/jl/bottrop-autofahrer-020119.jpg	118887		Zahl der Verletzten in Bottrop und Essen erhöht sich	Nach dem Anschlag mit einem Auto im Ruhrgebiet ist Haftbefehl wegen mehrfachen versuchten Mordes gegen einen 50-jährigen Mann aus Essen erlassen worden. Das teilten Polizei und Staatsanwaltschaft am Mittwoch mit.Der Mann soll seinen Wagen auf seiner Fahrt	19	0	0	318142948bbe738606059ae5fc75368655216642jl.jpg
509121289	118255	https://www.ksta.de/panorama/lacher-im-netz-us-polizei--trauert--um-ganz-besondere-lkw-ladung-31815156	https://www.ksta.de/image/31815210/2x1/300/150/1e407f87ce7b951f65d1bbd3c1859b9c/JP/donut-polizei.jpg	118889		US-Polizei „trauert“ um ganz besondere LKW-Ladung	Es ist ein weit verbreitetes Vorurteil in den USA, dass Cops ihre Dienstzeit am liebsten mit Donuts versüßen.Und genau das machten sich Polizeibeamte in Lexington zu Nutze, um sich einen Scherz zu erlauben, der im Netz viele Lacher und Beifall erntete.„Tr	506	21208	223	318152101e407f87ce7b951f65d1bbd3c1859b9cJP.jpg
